Time	Duty	V2	V3	V4	V1	Pmax	Isa	Vsa
1.0000000000000007	0	1.8718394371876959	1	0	0.73896047547584942	13.699584188966373	0.78792636948321615	2.8718394371876959
1.9999999999998905	1	3.6317324747051281	1	0	1.0289503035568845	13.790200060785994	0.79699404054167644	4.6317324747051281
2.9999999999997806	1	2.1616492327791801	1	0	1.1509978569586059	13.880227226839647	0.80673964131250386	3.1616492327791801
3.9999999999996705	1	2.0560862811049985	1	0	1.3261934717143837	13.969624141412723	0.81619879699346143	3.0560862811049985
5.0000000000000044	1	2.8458097396171471	0	0	1.5367296005267785	14.058448111929275	0.82567991421811371	2.8458097396171471
6.0000000000003384	1	1.5739552953142102	1	0	1.8103288834394924	14.138662040654278	0.83517394378063159	2.5739552953142102
7.0000000000006724	1	0.28725848057554471	2	0	1.9388845621973776	14.22621661635695	0.84467108196761842	2.2872584805755447
8.0000000000010054	1	-0.9711251658679112	3	0	1.9240737327901107	14.305286745983313	0.85416228046142351	2.0288748341320888
9.0000000000004512	1	-2.1674051685948603	4	0	1.767219184435364	14.383668312094558	0.86364045737141737	1.8325948314051399
9.999999999999897	1	-2.2808827877679958	4	0	1.5085860062230947	14.469185458100487	0.87310127416806438	1.719117212232004
10.999999999999343	1	-2.3053336749069056	4	0	1.2533925813701849	14.546330638573858	0.88254342545113218	1.6946663250930942
11.999999999998789	1	-2.2481338667190816	4	0	1.0013731326504174	14.62279021666815	0.89196845376449119	1.7518661332809187
12.999999999998234	0	-3.4725253567690952	4	0	0.7134247491505894	14.698541819545976	0.90166215283016271	0.52747464323090476
13.99999999999768	0	-0.48724151480770272	4	0	0.6894522646442075	14.773662736516265	0.91047260353249726	3.5127584851922973
14.999999999997126	0	-0.75569635706082083	4	0	0.62604007359450242	14.840663983950758	0.91996602735733291	3.2443036429391792
15.999999999996572	0	-0.092420429668551574	4	0	0.63271704418715224	14.914365027119173	0.92926304828822026	3.9075795703314484
16.999999999997794	0	-0.028336385501804617	4	0	0.62816629175189831	14.980116656975847	0.93868627537574412	3.9716636144981954
17.999999999999016	0	-0.008394190368976151	4	0	0.62652838860421833	15.052377249742852	0.94811878970091357	3.9916058096310238
19.000000000000238	1	-1.0006193432941282	5	0	0.58682162831131457	15.116813320860476	0.95755383933138205	3.9993806567058718
20.00000000000146	1	-1.2797146139742095	6	0	0.50902371505063804	15.180589889722011	0.9668363922799017	4.7202853860257905
21.000000000002682	1	-1.2837140312606197	7	0	0.42564384777291031	15.250728619014629	0.97605407312073567	5.7162859687393803
22.000000000003904	1	-1.2193095678375183	8	0	0.3561655740569325	15.313175434214372	0.98523782288140183	6.7806904321624817
23.000000000005127	1	-1.1425471526450277	9	0	0.30421754948041163	15.374965031014938	0.99436510314632187	7.8574528473549723
24.000000000006349	1	-1.1057064076309615	10	0	0.26166134127376633	15.436085016280423	1.0033649822105417	8.8942935923690385
25.000000000007571	1	-1.0640608808738214	11	0	0.23049215411544144	15.496523771220097	1.0119975080158383	9.9359391191261786
26.000000000008793	1	-1.0476819207003256	12	0	0.20467676270957691	15.549677638034087	1.0197365583053397	10.952318079299674
27.000000000010015	1	-1.0386736355621569	13	0	0.18227544541452623	15.608800133471066	1.0253178324148848	11.961326364437843
28.000000000011237	1	-1.0331070387211145	14	0	0.16236837793332398	15.667266988680231	1.0262490501844468	12.966892961278885
29.000000000012459	1	-1.0204012891016809	15	0	0.14757017720976348	15.718634470028951	1.0187697387920025	13.979598710898319
30.000000000013682	1	-1.0161110459696552	16	0	0.13486472767919189	15.775728042900667	1.0002493429084325	14.983888954030345
31.000000000014904	1	-1.0137758289561543	17	0	0.12341616197340238	15.825934102600955	0.9705061554399208	15.986224171043846
32.000000000016122	1	-1.0120445734230081	18	0	0.11293882925950369	15.875621119417985	0.93143909296600214	16.987955426576992
33.000000000013792	1	-1.0106127504633662	19	0	0.10325751396246796	15.930773742436438	0.88536178566300805	17.989387249536634
34.000000000011461	1	0.9906886702707709	18	0	0.17317295361138571	15.979226021599207	0.83415930873798061	18.990688670270771
35.00000000000913	1	1.0100493102435628	17	0	0.18214815657034489	16.027105623614339	0.88953807164671161	18.010049310243563
36.0000000000068	1	1.0127701295451352	16	0	0.19210365085405806	16.074405606756457	0.94307001674565072	17.012770129545135
37.000000000004469	1	-0.98510471721571236	17	0	0.12411033695402313	16.121207623226184	0.99310760148796362	16.014895282784288
38.000000000002139	1	-1.0107606430135796	18	0	0.11373786655174423	16.167427912939136	0.95014755174815946	16.98923935698642
38.999999999999808	0	0.0020181865819459688	18	0	0.15123153651097437	16.213054285214731	0.89972254002645968	18.002018186581946
39.999999999997478	0	0.00089174510452849631	18	0	0.15136359299377811	16.258090768559423	0.90208344261100137	18.000891745104528
40.999999999995147	0	0.0008139697543860791	18	0	0.15148189679369436	16.302627136621084	0.90433475108397943	18.000813969754386
41.999999999992816	0	0.00079242064743567653	18	0	0.15159694122236272	16.341106364629642	0.90653216844316376	18.000792420647436
42.999999999990486	0	0.00077425351366500195	18	0	0.15170934151630905	16.384544696556457	0.9086803132163368	18.000774253513665
43.999999999988155	0	0.00075665413527303826	18	0	0.15181918634973887	16.422165779280373	0.9107810043929021	18.000756654135273
44.999999999985825	0	0.00073947446707478548	18	0	0.15192653663322231	16.464548900232163	0.91283584424672881	18.000739474467075
45.999999999983494	0	0.00072270745531000102	18	0	0.15203145195553081	16.501233774407329	0.91484634978655777	18.00072270745531
46.999999999981164	0	0.00070635218619941043	18	0	0.15213399180441559	16.542615774447171	0.91681398117771096	18.000706352186199
